Order ID,Order Status,Tracking Number*,Shipping Option,Shipment Method,Estimated Ship Out Date,Ship Time,Order Creation Date,Order Paid Time,Product Name,Variation Name,Original Price,Deal Price,Quantity
230801F8U7VA69,Completed,SPEPH031991530938,Standard Local-SPX Express,pickup,2023-08-12 01:58,2023-08-12 12:44,2023-08-01 01:48,2023-08-01 01:58,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Shorts,s-M",290,290,1
230801FUTD32NY,Completed,SPEPH038308427108,Standard Local-SPX Express,pickup,2023-08-12 07:37,2023-08-09 15:40,2023-08-01 07:27,2023-08-01 07:37,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,s-M",290,290,1
230801G0UPDMFW,Completed,786929944971,Standard Local-J&T Express,pickup,2023-08-12 09:08,2023-08-10 14:16,2023-08-01 08:58,2023-08-01 09:08,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,L-XL",290,290,1
230801G5WMNFB3,Completed,SPEPH033805088198,Standard Local-SPX Express,pickup,2023-08-12 10:38,2023-08-09 15:40,2023-08-01 10:28,2023-08-01 10:38,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"White Shorts,s-M",290,290,1
230801G8D8U0V3,Completed,SPEPH033788231528,Standard Local-SPX Express,pickup,2023-08-12 11:23,2023-08-09 15:40,2023-08-01 11:13,2023-08-01 11:23,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black Skirt,L-XL",290,290,1
230801GJ7VTUWH,Completed,786881975819,Standard Local-J&T Express,pickup,2023-08-12 14:19,2023-08-04 13:45,2023-08-01 14:09,2023-08-01 14:19,LIVE SELLING ONLY (1-30 PCS),,5,5,1
230801GJPJ19D6,Completed,786862281564,Standard Local-J&T Express,pickup,2023-08-12 14:27,2023-08-02 13:57,2023-08-01 14:17,2023-08-01 14:27,LIVE SELLING ONLY (1-30 PCS),,5,5,1
230801GM5B7J96,Completed,SPEPH037009989448,Standard Local-SPX Express,pickup,2023-08-12 14:53,2023-08-02 13:02,2023-08-01 14:43,2023-08-01 14:53,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Blue Skirt,s-M",290,290,1
230801GN8NCH84,Completed,786950352495,Standard Local-J&T Express,pickup,2023-08-12 15:13,2023-08-12 14:48,2023-08-01 15:03,2023-08-01 15:13,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Khaki Skirt,s-M",290,290,1
230801GQVH22M7,Completed,786930054131,Standard Local-J&T Express,pickup,2023-08-12 16:00,2023-08-10 14:16,2023-08-01 15:50,2023-08-01 16:00,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,L-XL",290,290,1
230801GUUR8S7A,Completed,SPEPH032631484658,Standard Local-SPX Express,pickup,2023-08-12 17:11,2023-08-09 15:40,2023-08-01 17:01,2023-08-01 17:11,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,L-XL",290,290,1
230801GWHS8MCG,Completed,SPEPH037434938168,Standard Local-SPX Express,pickup,2023-08-12 17:41,2023-08-04 12:52,2023-08-01 17:31,2023-08-01 17:41,LIVE SELLING ONLY (1-30 PCS),,5,5,1
230801H3SV67P2,Completed,SPEPH031019790668,Standard Local-SPX Express,pickup,2023-08-12 19:33,2023-08-04 12:52,2023-08-01 19:23,2023-08-01 19:33,EMBOSSED HALTER (ANN F),,865,865,1
230801H97XNT7T,Completed,SPEPH037374175448,Standard Local-SPX Express,pickup,2023-08-12 21:10,2023-08-09 15:40,2023-08-01 21:00,2023-08-01 21:10,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"White/Black Skirt,L-XL",290,290,1
