Order ID,Order Status,Tracking Number*,Shipping Option,Shipment Method,Estimated Ship Out Date,Ship Time,Order Creation Date,Order Paid Time,Product Name,Variation Name,Original Price,Deal Price,Quantity,Product Subtotal
2309221T1E0P50,Completed,787268748231,Standard Local-J&T Express,pickup,2023-10-04 14:13,2023-09-27 11:52,2023-09-22 14:12,2023-09-22 14:13,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
2309221YS3FX9Q,Completed,SPEPH031641659689,Standard Local-SPX Express,pickup,2023-09-30 16:04,2023-09-26 15:11,2023-09-22 15:54,2023-09-22 16:04,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230922205DCD5G,Completed,SPEPH034043267769,Standard Local-SPX Express,pickup,2023-10-04 16:11,2023-09-23 13:04,2023-09-22 16:01,2023-09-22 16:11,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
23092223JDVFK1,Completed,SPEPH030708444569,Standard Local-SPX Express,pickup,2023-10-04 17:12,2023-09-27 14:11,2023-09-22 17:02,2023-09-22 17:12,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Beige Skirt,L-XL (29-34 inches)",290,290,1,290
230922288PA8YR,Completed,SPEPH033610732869,Standard Local-SPX Express,pickup,2023-09-30 18:36,2023-09-26 15:11,2023-09-22 18:26,2023-09-22 18:36,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309222A2WREN5,Completed,787253619442,Standard Local-J&T Express,pickup,2023-10-04 19:09,2023-09-25 13:11,2023-09-22 18:59,2023-09-22 19:09,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
2309222AEKM1MS,Completed,SPEPH035709113729,Standard Local-SPX Express,pickup,2023-09-25 19:15,2023-09-25 12:05,2023-09-22 19:05,2023-09-22 19:15,WOVEN BACKLESS (ur choice clo),,670,670,1,670
2309222E49Q0BD,Completed,SPEPH037876187739,Standard Local-SPX Express,pickup,2023-10-04 20:21,2023-09-23 13:03,2023-09-22 20:11,2023-09-22 20:21,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Skirt,L-XL (29-34 inches)",290,290,1,290
2309222JFN3TPF,Completed,SPEPH031685266229,Standard Local-SPX Express,pickup,2023-10-04 21:39,2023-09-23 13:03,2023-09-22 21:29,2023-09-22 21:39,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Short,XS-M (21-28 inches)",290,290,1,290
2309222JVMVYAC,Completed,787253558713,Standard Local-J&T Express,pickup,2023-09-30 21:38,2023-09-25 13:11,2023-09-22 21:36,2023-09-22 21:38,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309222PA0UJSC,Completed,SPEPH035389027189,Standard Local-SPX Express,pickup,2023-09-30 22:47,2023-09-23 13:03,2023-09-22 22:37,2023-09-22 22:47,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309222PPVTR5B,Completed,SPEPH034561570189,Standard Local-SPX Express,pickup,2023-09-30 22:55,2023-09-26 15:11,2023-09-22 22:45,2023-09-22 22:55,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309222QEG4E91,Completed,SPEPH036295406819,Standard Local-SPX Express,pickup,2023-09-30 22:58,2023-09-23 13:03,2023-09-22 22:58,2023-09-22 22:58,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309232UC8MEE0,Completed,SPEPH035673165099,Standard Local-SPX Express,pickup,2023-10-02 00:08,2023-09-25 12:05,2023-09-23 00:08,2023-09-23 00:08,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309233C9TTQ07,Completed,787259926710,Standard Local-J&T Express,pickup,2023-10-05 05:21,2023-09-25 13:11,2023-09-23 05:11,2023-09-23 05:21,LIVE SELLING (CRIZTINE CENA),,164,164,1,164
2309233D48R3PY,Completed,787248420642,Standard Local-J&T Express,pickup,2023-10-05 05:36,2023-09-25 13:11,2023-09-23 05:26,2023-09-23 05:36,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Skirt,L-XL (29-34 inches)",290,290,1,290
2309233D99XJTR,Completed,SPEPH038435158889,Standard Local-SPX Express,pickup,2023-10-02 05:39,2023-09-23 13:04,2023-09-23 05:29,2023-09-23 05:39,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309233HMEN907,Completed,SPEPH039061625889,Standard Local-SPX Express,pickup,2023-09-26 06:57,2023-09-26 15:11,2023-09-23 06:47,2023-09-23 06:57,WOVEN BACKLESS (Smntha Bhl),,3374,3374,1,3374
2309233STN2NW9,Completed,787253972775,Standard Local-J&T Express,pickup,2023-10-05 09:23,2023-09-25 13:11,2023-09-23 09:13,2023-09-23 09:23,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Short,XS-M (21-28 inches)",290,290,1,290
2309233XQNWE90,Completed,SPEPH036868006909,Standard Local-SPX Express,pickup,2023-09-26 10:43,2023-09-25 12:05,2023-09-23 10:41,2023-09-23 10:43,HIGH WAISTED KNITTED FLARE PANTS,"CARAMEL,FREESIZE 24-32",170,170,1,170
2309234DBS997N,Completed,SPEPH030066587589,Standard Local-SPX Express,pickup,2023-10-05 15:13,2023-09-25 12:05,2023-09-23 15:03,2023-09-23 15:13,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Skirt,XS-M (21-28 inches)",290,290,1,290
2309234EUSQ69W,Completed,SPEPH038427480489,Standard Local-SPX Express,pickup,2023-10-02 15:40,2023-09-27 14:11,2023-09-23 15:30,2023-09-23 15:40,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309234PJH3YRT,Completed,787253572219,Standard Local-J&T Express,pickup,2023-10-02 17:48,2023-09-25 13:11,2023-09-23 17:48,2023-09-23 17:48,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309245GXPWP4C,Completed,SPEPH032352924439,Standard Local-SPX Express,pickup,2023-10-02 01:40,2023-09-28 12:59,2023-09-24 01:40,2023-09-24 01:40,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
23092468QK7VSK,Completed,787253601123,Standard Local-J&T Express,pickup,2023-10-02 08:45,2023-09-25 13:11,2023-09-24 08:45,2023-09-24 08:45,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
23092469DJ39A9,Completed,787253652388,Standard Local-J&T Express,pickup,2023-10-02 09:07,2023-09-25 13:11,2023-09-24 08:57,2023-09-24 09:07,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309246FQJY0W3,Completed,787259850313,Standard Local-J&T Express,pickup,2023-09-26 11:00,2023-09-25 13:11,2023-09-24 10:50,2023-09-24 11:00,LIVE SELLING (Jellyn L),,5,5,1,5
2309246GPG06W3,Completed,SPEPH033604963489,Standard Local-SPX Express,pickup,2023-10-02 11:08,2023-09-25 12:05,2023-09-24 11:08,2023-09-24 11:08,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309246GQXQQQ7,Completed,787259881910,Standard Local-J&T Express,pickup,2023-09-26 11:09,2023-09-25 13:11,2023-09-24 11:09,2023-09-24 11:09,LIVE SELLING (Vanessa R),,5,5,1,5
23092470N0D0B2,Completed,787259829470,Standard Local-J&T Express,pickup,2023-10-05 15:53,2023-09-25 13:11,2023-09-24 15:53,2023-09-24 15:53,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
2309247B2QP67A,Completed,SPEPH038777436199,Standard Local-SPX Express,pickup,2023-10-02 19:10,2023-09-26 15:11,2023-09-24 19:00,2023-09-24 19:10,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309247D3NQXPK,Completed,787259986398,Standard Local-J&T Express,pickup,2023-10-02 19:46,2023-09-25 13:14,2023-09-24 19:36,2023-09-24 19:46,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309247F07JDXK,Completed,SPEPH032835261149,Standard Local-SPX Express,pickup,2023-09-26 20:10,2023-09-26 15:11,2023-09-24 20:10,2023-09-24 20:10,LIVE SELLING (Vanessa R),,5,5,1,5
2309247GJ8S7VT,Completed,787260004835,Standard Local-J&T Express,pickup,2023-10-02 20:38,2023-09-25 13:11,2023-09-24 20:38,2023-09-24 20:38,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309247RT5K755,Completed,SPEPH032379732979,Standard Local-SPX Express,pickup,2023-10-05 23:16,2023-09-26 15:11,2023-09-24 23:06,2023-09-24 23:16,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Skirt,L-XL (29-34 inches)",290,290,1,290
2309257XABPM2T,Completed,SPEPH037093728559,Standard Local-SPX Express,pickup,2023-10-06 00:54,2023-09-26 15:11,2023-09-25 00:44,2023-09-25 00:54,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Short,XS-M (21-28 inches)",290,290,1,290
23092583JM6CUF,Completed,SPEPH039183116619,Standard Local-SPX Express,pickup,2023-09-27 02:28,2023-09-26 15:11,2023-09-25 02:18,2023-09-25 02:28,EMBOSSED HALTER NECK TOP,"Royal blue,FREESIZE (S-L)",109,109,1,109
23092583YBDJWR,Completed,787260009599,Standard Local-J&T Express,pickup,2023-10-03 02:25,2023-09-25 13:16,2023-09-25 02:25,2023-09-25 02:25,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230925960TTUN9,Completed,787264689926,Standard Local-J&T Express,pickup,2023-10-06 12:35,2023-09-26 12:25,2023-09-25 12:35,2023-09-25 12:35,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
2309259648HF4J,Completed,SPEPH035116999809,Standard Local-SPX Express,pickup,2023-10-06 12:47,2023-09-26 15:11,2023-09-25 12:37,2023-09-25 12:47,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Skirt,L-XL (29-34 inches)",290,290,1,290
2309259FQSFPYJ,Completed,787264372067,Standard Local-J&T Express,pickup,2023-09-27 15:29,2023-09-26 12:25,2023-09-25 15:29,2023-09-25 15:29,LIVE SELLING (Vanessa R),,5,5,1,5
230925A0XYMPV4,Completed,787264486617,Standard Local-J&T Express,pickup,2023-10-03 20:37,2023-09-26 12:25,2023-09-25 20:37,2023-09-25 20:37,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230925A4JQRYM8,Completed,SPEPH032854602929,Standard Local-SPX Express,pickup,2023-09-27 21:52,2023-09-26 15:11,2023-09-25 21:42,2023-09-25 21:52,PLAIN MIDI SKIRT 22-30 INCHES (WITH & WITHOUT SLIT),"BLACK,NO SLIT",149,149,1,149
230926B89N6MVX,Completed,787298934065,Standard Local-J&T Express,pickup,2023-10-04 08:31,2023-10-02 14:13,2023-09-26 08:21,2023-09-26 08:31,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230926BNG2JY1D,Completed,787268648419,Standard Local-J&T Express,pickup,2023-10-04 12:17,2023-09-27 11:52,2023-09-26 12:17,2023-09-26 12:17,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230926CCVTN6N2,Completed,SPEPH037851241049,Standard Local-SPX Express,pickup,2023-09-28 19:26,2023-09-27 14:11,2023-09-26 19:16,2023-09-26 19:26,PLAIN MIDI SKIRT 22-30 INCHES (WITH & WITHOUT SLIT),"WHITE,NO SLIT",149,149,1,149
230927DXYN5FRQ,Completed,SPEPH034407519059,Standard Local-SPX Express,pickup,2023-10-05 10:22,2023-09-29 15:24,2023-09-27 10:12,2023-09-27 10:22,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230927ECSJ7BH1,Completed,SPEPH03259443654A,Standard Local-SPX Express,pickup,2023-10-09 14:19,2023-10-03 15:20,2023-09-27 14:19,2023-09-27 14:19,PANDORA ELEGANT PROMISE RING WITH BOX & PAPER BAG,,139,139,1,139
230927EGCNATR3,Completed,SPEPH031804260629,Standard Local-SPX Express,pickup,2023-10-09 15:34,2023-09-28 12:59,2023-09-27 15:24,2023-09-27 15:34,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
230927EWCC4NQ2,Completed,SPEPH034137281209,Standard Local-SPX Express,pickup,2023-10-09 19:26,2023-09-28 12:59,2023-09-27 19:16,2023-09-27 19:26,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black/White(2) Skirt,XS-M (21-28 inches)",290,290,1,290
230928G49FP0PA,Completed,SPEPH039413228899,Standard Local-SPX Express,pickup,2023-09-30 07:02,2023-09-28 12:59,2023-09-28 06:52,2023-09-28 07:02,LIVE SELLING (Jellyn L),,5,5,1,5
230928G7WURXW8,Completed,SPEPH036825936989,Standard Local-SPX Express,pickup,2023-09-30 08:07,2023-09-29 15:24,2023-09-28 07:57,2023-09-28 08:07,LIVE SELLING (MAISOON RODRIGUEZ),,450,450,1,450
230928GU9DR6CY,Completed,787279475400,Standard Local-J&T Express,pickup,2023-09-30 13:54,2023-09-29 12:56,2023-09-28 13:44,2023-09-28 13:54,LIVE SELLING (Vanessa R),,5,5,1,5
230929JN431A44,Completed,787286422488,Standard Local-J&T Express,pickup,2023-10-07 06:59,2023-09-30 12:32,2023-09-29 06:59,2023-09-29 06:59,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230929JV1HRSU9,Completed,SPEPH032196678749,Standard Local-SPX Express,pickup,2023-10-11 09:03,2023-09-30 14:48,2023-09-29 09:03,2023-09-29 09:03,LIVE SELLING (Vanessa R),,5,5,1,5
230929JYCGFQ4V,Completed,787286623904,Standard Local-J&T Express,pickup,2023-10-02 10:13,2023-09-30 12:32,2023-09-29 10:03,2023-09-29 10:13,PLAIN MIDI SKIRT 22-30 INCHES (WITH & WITHOUT SLIT),"HAZELNUT,NO SLIT",149,149,1,149
230929K3B6KR4A,Completed,SPEPH034767982329,Standard Local-SPX Express,pickup,2023-10-11 11:23,2023-09-30 14:48,2023-09-29 11:13,2023-09-29 11:23,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
230929KCRPUUS2,Completed,787286630396,Standard Local-J&T Express,pickup,2023-10-02 14:12,2023-09-30 12:32,2023-09-29 14:02,2023-09-29 14:12,PLAIN MIDI SKIRT 22-30 INCHES (WITH & WITHOUT SLIT),"BLACK,NO SLIT",149,149,1,149
230929KEFHNBF9,Completed,787286390785,Standard Local-J&T Express,pickup,2023-10-11 14:43,2023-09-30 12:32,2023-09-29 14:33,2023-09-29 14:43,LIVE SELLING (WELLA MONTEFALCON),,1110,1110,1,1110
230929KKXNER0F,Completed,787291105932,Standard Local-J&T Express,pickup,2023-10-07 16:21,2023-10-02 14:13,2023-09-29 16:11,2023-09-29 16:21,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230929KVYCNXKD,Completed,SPEPH030224149319,Standard Local-SPX Express,pickup,2023-10-11 19:02,2023-09-30 14:48,2023-09-29 18:52,2023-09-29 19:02,LIVE SELLING (Vanessa R),,5,5,1,5
230929M09483T8,Completed,787307817492,Standard Local-J&T Express,pickup,2023-10-11 20:01,2023-10-04 11:50,2023-09-29 19:51,2023-09-29 20:01,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,L-XL (29-34 inches)",290,290,1,290
230929M18HEH0H,Completed,SPEPH038892437179,Standard Local-SPX Express,pickup,2023-10-11 20:19,2023-09-30 14:48,2023-09-29 20:09,2023-09-29 20:19,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
230929MCSNMYK6,Completed,787286693250,Standard Local-J&T Express,pickup,2023-10-02 23:45,2023-09-30 12:32,2023-09-29 23:35,2023-09-29 23:45,ZARA KNITTED TUBE TOP,"Royal blue,FREESIZE (S-L)",69,69,1,69
230929MCSNMYK6,Completed,787286693250,Standard Local-J&T Express,pickup,2023-10-02 23:45,2023-09-30 12:32,2023-09-29 23:35,2023-09-29 23:45,ZARA KNITTED TUBE TOP,"Black,FREESIZE (S-L)",69,69,1,69
230929MCSNMYK6,Completed,787286693250,Standard Local-J&T Express,pickup,2023-10-02 23:45,2023-09-30 12:32,2023-09-29 23:35,2023-09-29 23:45,ZARA KNITTED TUBE TOP,"Mustard,FREESIZE (S-L)",69,69,1,69
230930MEBRRPBF,Completed,787286697209,Standard Local-J&T Express,pickup,2023-10-03 00:13,2023-09-30 12:32,2023-09-30 00:03,2023-09-30 00:13,PLAIN MIDI SKIRT 22-30 INCHES (WITH & WITHOUT SLIT),"BLACK,NO SLIT",149,149,1,149
230930MSX618JV,Completed,SPEPH031328491029,Standard Local-SPX Express,pickup,2023-10-12 03:40,2023-09-30 14:48,2023-09-30 03:30,2023-09-30 03:40,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
230930N27YTFYQ,Completed,SPEPH03589134471A,Standard Local-SPX Express,pickup,2023-10-12 06:09,2023-10-03 15:20,2023-09-30 05:59,2023-09-30 06:09,ELEGANT PROMISE RING WITH BOX & PAPER BAG,,139,139,1,139
230930N5KHNAXT,Completed,787286554969,Standard Local-J&T Express,pickup,2023-10-09 06:59,2023-09-30 12:32,2023-09-30 06:59,2023-09-30 06:59,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230930N8PX60V4,Completed,787291144401,Standard Local-J&T Express,pickup,2023-10-09 07:55,2023-10-02 14:13,2023-09-30 07:55,2023-09-30 07:55,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230930NAR7MAQV,Completed,787298793918,Standard Local-J&T Express,pickup,2023-10-12 08:41,2023-10-02 14:13,2023-09-30 08:31,2023-09-30 08:41,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
230930NBE6GUC3,Completed,787298894043,Standard Local-J&T Express,pickup,2023-10-12 08:54,2023-10-02 14:13,2023-09-30 08:44,2023-09-30 08:54,LIVE SELLING (Vanessa R),,5,5,1,5
230930PBUUHVQ8,Completed,SPEPH03765073372A,Standard Local-SPX Express,pickup,2023-10-12 18:34,2023-10-01 13:09,2023-09-30 18:24,2023-09-30 18:34,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Shorts,XS-M (21-28 inches)",290,290,1,290
