Order ID,Order Status,Tracking Number*,Shipping Option,Shipment Method,Estimated Ship Out Date,Ship Time,Order Creation Date,Order Paid Time,Product Name,Variation Name,Original Price,Deal Price,Quantity,Product Subtotal,Order Complete Time
240516FKSFDPPP,Completed,SPEPH046705011265,Standard Local-SPX Express,pickup,2024-06-08 13:40,2024-05-18 12:28,2024-05-16 13:30,2024-05-16 13:40,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-24 08:51
240516FPY4EMQ4,Completed,788800095714,Standard Local-J&T Express,pickup,2024-06-08 14:28,2024-05-18 12:43,2024-05-16 14:27,2024-05-16 14:28,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-20 13:42
240516FR2HEEKC,Completed,788805987525,Standard Local-J&T Express,pickup,2024-06-08 14:47,2024-05-22 12:06,2024-05-16 14:47,2024-05-16 14:47,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-05-25 13:46
240516FVWN91JB,Completed,788807751102,Standard Local-J&T Express,pickup,2024-06-08 16:24,2024-05-22 12:06,2024-05-16 16:14,2024-05-16 16:24,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-05-31 08:15
240516G12HR6F5,Completed,P17164R17B6AQ,Standard Local-Flash Express,pickup,2024-06-08 17:38,2024-05-18 14:06,2024-05-16 17:28,2024-05-16 17:38,ASSORTED TOPS LINK FOR BUYERS,,10,10,1,10,2024-05-24 10:08
240516GA5R35NF,Completed,P62064RC321AA,Standard Local-Flash Express,pickup,2024-06-08 20:21,2024-05-18 14:06,2024-05-16 20:11,2024-05-16 20:21,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-22 05:35
240516GK739YSN,Completed,SPEPH046639477095,Standard Local-SPX Express,pickup,2024-06-08 23:03,2024-05-20 13:30,2024-05-16 22:53,2024-05-16 23:03,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-26 22:45
240516GM68T1XP,Completed,788800464768,Standard Local-J&T Express,pickup,2024-06-08 23:10,2024-05-20 13:32,2024-05-16 23:10,2024-05-16 23:10,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-25 09:41
240517HGBSGY29,Completed,SPEPH048585287485,Standard Local-SPX Express,pickup,2024-06-10 07:44,2024-05-18 12:28,2024-05-17 07:34,2024-05-17 07:44,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-22 07:46
240517HGQUR32H,Completed,SPEPH047808802335,Standard Local-SPX Express,pickup,2024-06-10 07:51,2024-05-18 12:28,2024-05-17 07:41,2024-05-17 07:51,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-22 09:33
240517HK8VSSVJ,Completed,788808692109,Standard Local-J&T Express,pickup,2024-06-10 08:27,2024-05-22 12:06,2024-05-17 08:26,2024-05-17 08:27,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-05-25 01:36
240517HR8T5K34,Completed,SPEPH040003487605,Standard Local-SPX Express,pickup,2024-06-10 10:06,2024-05-20 13:30,2024-05-17 09:56,2024-05-17 10:06,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-24 23:51
240517J2UT7F6N,Completed,SPEPH049220244645,Standard Local-SPX Express,pickup,2024-06-10 13:15,2024-05-18 12:28,2024-05-17 13:05,2024-05-17 13:15,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-27 13:22
240517J5X6AYTV,Completed,SPEPH045978729615,Standard Local-SPX Express,pickup,2024-06-10 14:10,2024-05-20 13:30,2024-05-17 14:00,2024-05-17 14:10,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-29 09:17
240517J7B1M68N,Completed,SPEPH041525375775,Standard Local-SPX Express,pickup,2024-06-10 14:36,2024-05-18 12:28,2024-05-17 14:26,2024-05-17 14:36,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-24 09:12
240517JB9A9GDJ,Completed,SPEPH049140711425,Standard Local-SPX Express,pickup,2024-06-10 15:46,2024-05-18 12:28,2024-05-17 15:36,2024-05-17 15:46,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-26 09:53
240517JG8E0BK6,Completed,SPEPH048377794375,Standard Local-SPX Express,pickup,2024-06-10 17:15,2024-05-20 13:30,2024-05-17 17:05,2024-05-17 17:15,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-23 16:13
240517JKETTNVS,Completed,788803366347,Standard Local-J&T Express,pickup,2024-06-10 18:12,2024-05-20 13:32,2024-05-17 18:02,2024-05-17 18:12,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-28 08:08
240517JU1NBJVN,Completed,SPEPH042808976295,Standard Local-SPX Express,pickup,2024-06-10 20:28,2024-05-20 13:30,2024-05-17 20:18,2024-05-17 20:28,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-25 11:07
240517JV4J1TV1,Completed,SPEPH041734633515,Standard Local-SPX Express,pickup,2024-06-10 20:48,2024-05-20 13:30,2024-05-17 20:38,2024-05-17 20:48,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-23 19:12
240517JWG769BJ,Completed,SPEPH048089312575,Standard Local-SPX Express,pickup,2024-06-10 21:12,2024-05-20 13:30,2024-05-17 21:02,2024-05-17 21:12,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-27 09:50
240517JXYMG1CX,Completed,SPEPH045108622795,Standard Local-SPX Express,pickup,2024-06-10 21:39,2024-05-20 13:30,2024-05-17 21:29,2024-05-17 21:39,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-29 09:03
240517K12VWBC5,Completed,P61184SK1TFAJ,Standard Local-Flash Express,pickup,2024-06-10 22:16,2024-05-22 12:55,2024-05-17 22:06,2024-05-17 22:16,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-23 22:46
240517K1990VWB,Completed,SPEPH046572163825,Standard Local-SPX Express,pickup,2024-06-10 22:20,2024-05-20 13:30,2024-05-17 22:10,2024-05-17 22:20,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-27 09:43
240518M2HAYNSK,Completed,SPEPH047521954865,Standard Local-SPX Express,pickup,2024-05-21 08:15,2024-05-20 13:30,2024-05-18 08:05,2024-05-18 08:15,ASSORTED TOPS (LEA ACUÑA),,560,560,1,560,2024-05-31 19:41
240518MFA8BEVP,Completed,P17054RDZHCDQ,Standard Local-Flash Express,pickup,2024-06-11 12:04,2024-05-20 14:10,2024-05-18 11:54,2024-05-18 12:04,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-24 09:47
240518MH19UGFF,Completed,SPEPH043599138525,Standard Local-SPX Express,pickup,2024-06-11 12:34,2024-05-20 13:30,2024-05-18 12:24,2024-05-18 12:34,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-27 09:36
240518MJV4BKYX,Completed,SPEPH048978757335,Standard Local-SPX Express,pickup,2024-06-11 13:07,2024-05-20 13:30,2024-05-18 12:57,2024-05-18 13:07,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-26 12:05
240518MQSRBKXV,Completed,788803785272,Standard Local-J&T Express,pickup,2024-06-11 14:35,2024-05-20 13:32,2024-05-18 14:25,2024-05-18 14:35,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-28 08:16
240518MRJMMS7X,Completed,P12024RPB71AG,Standard Local-Flash Express,pickup,2024-06-11 14:49,2024-05-20 14:10,2024-05-18 14:39,2024-05-18 14:49,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-25 08:18
240518MSGXM156,Completed,SPEPH047463089575,Standard Local-SPX Express,pickup,2024-06-11 15:06,2024-05-20 13:30,2024-05-18 14:56,2024-05-18 15:06,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-24 08:19
240518MTEGMTFX,Completed,P61184RP8AHEB,Standard Local-Flash Express,pickup,2024-05-21 15:23,2024-05-20 14:10,2024-05-18 15:13,2024-05-18 15:23,ASSORTED TOPS (KC LUNA),,81,81,1,81,2024-05-22 02:44
240518MTVTB8PC,Completed,SPEPH042499221975,Standard Local-SPX Express,pickup,2024-06-11 15:31,2024-05-20 13:30,2024-05-18 15:21,2024-05-18 15:31,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-23 22:18
240518MU9FP7YX,Completed,788797896901,Standard Local-J&T Express,pickup,2024-06-11 15:38,2024-05-20 13:32,2024-05-18 15:28,2024-05-18 15:38,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-05-27 12:19
240518NAHTJWUH,Completed,788803635315,Standard Local-J&T Express,pickup,2024-06-11 20:11,2024-05-20 13:32,2024-05-18 20:01,2024-05-18 20:11,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-24 14:42
240518NME3XD37,Completed,SPEPH042329342225,Standard Local-SPX Express,pickup,2024-06-11 23:08,2024-05-20 13:30,2024-05-18 22:58,2024-05-18 23:08,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-27 08:26
240519PV11JP17,Completed,788793546237,Standard Local-J&T Express,pickup,2024-05-21 10:56,2024-05-20 13:32,2024-05-19 10:46,2024-05-19 10:56,ASSORTED ITEMS BUNDLE,,1001,1001,1,1001,2024-05-24 23:32
240519Q6N05MMM,Completed,SPEPH048323479545,Standard Local-SPX Express,pickup,2024-06-11 14:07,2024-05-22 12:47,2024-05-19 13:57,2024-05-19 14:07,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-28 09:45
240519QA42FJ4Y,Completed,P61184RPS8EAV,Standard Local-Flash Express,pickup,2024-06-11 14:59,2024-05-20 14:10,2024-05-19 14:59,2024-05-19 14:59,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-22 13:47
240519QER2EABJ,Completed,788794870448,Standard Local-J&T Express,pickup,2024-06-11 16:22,2024-05-22 12:06,2024-05-19 16:21,2024-05-19 16:22,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-05-25 01:36
240519QQQ749QC,Completed,SPEPH044522009645,Standard Local-SPX Express,pickup,2024-06-11 19:12,2024-05-22 12:47,2024-05-19 19:02,2024-05-19 19:12,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-31 10:24
240519QQYRRQTD,Completed,788809487370,Standard Local-J&T Express,pickup,2024-06-11 19:17,2024-05-22 12:06,2024-05-19 19:07,2024-05-19 19:17,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-06-03 18:22
240519R1RBX5HN,Completed,SPEPH042816115945,Standard Local-SPX Express,pickup,2024-06-11 22:12,2024-05-22 12:46,2024-05-19 22:02,2024-05-19 22:12,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-27 09:19
240520R9MWBDGE,Completed,SPEPH045861488125,Standard Local-SPX Express,pickup,2024-06-13 00:33,2024-05-22 12:46,2024-05-20 00:23,2024-05-20 00:33,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-29 13:53
240521TXW98BM8,Completed,788805171564,Standard Local-J&T Express,pickup,2024-06-14 01:59,2024-05-22 12:06,2024-05-21 01:49,2024-05-21 01:59,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-27 17:58
240521UPWQRRVX,Completed,PH248571838537Q,Standard Local-SPX Express,pickup,2024-05-23 09:08,2024-05-25 11:57,2024-05-21 08:58,2024-05-21 09:08,ASSORTED ITEMS Checkout (JACKIE),,1162,1162,1,1162,2024-06-05 09:59
240521V3M24GWA,Completed,788809694031,Standard Local-J&T Express,pickup,2024-06-14 12:56,2024-05-22 12:06,2024-05-21 12:46,2024-05-21 12:56,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-31 10:24
240521V75A36CC,Completed,788785155590,Standard Local-J&T Express,pickup,2024-06-14 13:59,2024-05-22 12:06,2024-05-21 13:49,2024-05-21 13:59,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-28 06:43
240521V9AWVCVB,Completed,SPEPH044954876795,Standard Local-SPX Express,pickup,2024-06-14 14:38,2024-05-23 11:42,2024-05-21 14:28,2024-05-21 14:38,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-29 09:33
240521VEUWSYNG,Completed,SPEPH046957463055,Standard Local-SPX Express,pickup,2024-06-14 16:17,2024-05-23 11:42,2024-05-21 16:07,2024-05-21 16:17,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-26 23:38
240521VNKJJDJJ,Completed,PH248279819689W,Standard Local-SPX Express,pickup,2024-06-14 18:17,2024-05-25 11:57,2024-05-21 18:07,2024-05-21 18:17,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-31 21:13
240521VPX4DQGQ,Completed,SPEPH042080071625,Standard Local-SPX Express,pickup,2024-06-14 18:41,2024-05-23 11:42,2024-05-21 18:31,2024-05-21 18:41,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-27 15:55
240521VTMP4QJ2,Completed,788812088242,Standard Local-J&T Express,pickup,2024-06-14 19:48,2024-05-23 12:03,2024-05-21 19:38,2024-05-21 19:48,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-25 10:16
240521VTN3G64W,Completed,SPEPH042765699125,Standard Local-SPX Express,pickup,2024-05-23 19:48,2024-05-23 11:42,2024-05-21 19:38,2024-05-21 19:48,ASSORTED ITEMS Checkout (JACKIE),,2174,2174,1,2174,2024-05-31 09:26
240521W0JC87BF,Completed,SPEPH048812613435,Standard Local-SPX Express,pickup,2024-06-14 21:34,2024-05-23 11:42,2024-05-21 21:24,2024-05-21 21:34,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-26 15:10
2405220T47D5V1,Completed,SPEPH045014867035,Standard Local-SPX Express,pickup,2024-06-15 06:11,2024-05-23 11:42,2024-05-22 06:01,2024-05-22 06:11,FREEBIES FOR BUYERS ONLY,,5,5,2,10,2024-06-02 09:57
2405221UY184UQ,Completed,788809578462,Standard Local-J&T Express,pickup,2024-06-15 16:16,2024-05-23 12:03,2024-05-22 16:06,2024-05-22 16:16,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-28 08:42
2405221WKFP1XT,Completed,788806176230,Standard Local-J&T Express,pickup,2024-05-24 16:45,2024-05-23 12:03,2024-05-22 16:35,2024-05-22 16:45,Branded overruns checkout (wella),,2363,2363,1,2363,2024-05-28 12:25
240522221F0AGF,Completed,SPEPH043855934695,Standard Local-SPX Express,pickup,2024-06-15 18:05,2024-05-25 11:59,2024-05-22 17:55,2024-05-22 18:05,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-30 09:29
240522280HX4KD,Completed,788814580395,Standard Local-J&T Express,pickup,2024-06-15 19:42,2024-05-24 11:42,2024-05-22 19:42,2024-05-22 19:42,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-26 19:58
2405222BHSVGU5,Completed,788814543664,Standard Local-J&T Express,pickup,2024-06-15 20:55,2024-05-24 11:42,2024-05-22 20:45,2024-05-22 20:55,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-05-28 02:09
2405222EH5PSWQ,Completed,SPEPH048334997885,Standard Local-SPX Express,pickup,2024-06-15 21:40,2024-05-25 11:59,2024-05-22 21:38,2024-05-22 21:40,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-01 10:24
2405233NUNF0XQ,Completed,PH2452346723653,Standard Local-SPX Express,pickup,2024-06-17 09:32,2024-05-25 11:58,2024-05-23 09:22,2024-05-23 09:32,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-02 09:27
24052340SS5YWU,Completed,P61184TNWEKCV,Standard Local-Flash Express,pickup,2024-06-17 12:48,2024-05-25 13:31,2024-05-23 12:38,2024-05-23 12:48,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-26 14:30
24052346E8PNBA,Completed,788814205764,Standard Local-J&T Express,pickup,2024-06-17 14:29,2024-05-27 12:10,2024-05-23 14:19,2024-05-23 14:29,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-05 17:37
240523498N5GYF,Completed,788816195076,Standard Local-J&T Express,pickup,2024-06-17 15:09,2024-05-27 12:10,2024-05-23 15:09,2024-05-23 15:09,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-28 16:34
2405234D8Q3RFH,Completed,788815741316,Standard Local-J&T Express,pickup,2024-06-17 16:25,2024-05-27 12:10,2024-05-23 16:21,2024-05-23 16:25,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-07 09:32
2405234Y42XNKG,Completed,788814624784,Standard Local-J&T Express,pickup,2024-06-17 21:51,2024-05-27 12:10,2024-05-23 21:41,2024-05-23 21:51,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-05-29 01:46
24052352WBDCDF,Completed,788813889494,Standard Local-J&T Express,pickup,2024-06-17 22:58,2024-05-27 12:10,2024-05-23 22:48,2024-05-23 22:58,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-02 10:24
24052468SWJCQQ,Completed,PH241368475537N,Standard Local-SPX Express,pickup,2024-06-18 10:16,2024-05-25 11:59,2024-05-24 10:06,2024-05-24 10:16,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-31 08:58
2405246SYXJHYK,Completed,SPEPH042268424875,Standard Local-SPX Express,pickup,2024-06-18 15:24,2024-05-25 11:59,2024-05-24 15:14,2024-05-24 15:24,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-27 23:41
24052472G5FC39,Completed,SPEPH046910384985,Standard Local-SPX Express,pickup,2024-06-18 17:56,2024-05-25 11:59,2024-05-24 17:46,2024-05-24 17:56,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-31 10:23
24052475D13N4J,Completed,788811631428,Standard Local-J&T Express,pickup,2024-06-18 18:48,2024-05-27 12:10,2024-05-24 18:38,2024-05-24 18:48,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-29 14:21
24052478HVAMT9,Completed,788819530906,Standard Local-J&T Express,pickup,2024-05-27 19:45,2024-05-27 12:10,2024-05-24 19:35,2024-05-24 19:45,ASSORTED ITEMS Checkout (JACKIE),,414,414,1,414,2024-06-04 09:40
2405247DF8Q2DJ,Completed,788816842593,Standard Local-J&T Express,pickup,2024-06-18 21:13,2024-05-27 12:10,2024-05-24 21:03,2024-05-24 21:13,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-01 13:37
2405247F6TBC64,Completed,SPEPH047186697505,Standard Local-SPX Express,pickup,2024-06-18 21:44,2024-05-27 13:20,2024-05-24 21:34,2024-05-24 21:44,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-02 09:48
2405247NC5M0SV,Completed,SPEPH045204420095,Standard Local-SPX Express,pickup,2024-06-18 23:24,2024-05-27 13:19,2024-05-24 23:24,2024-05-24 23:24,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-28 19:25
2405247PA4XER1,Completed,SPEPH045560940285,Standard Local-SPX Express,pickup,2024-06-18 23:51,2024-05-27 13:19,2024-05-24 23:41,2024-05-24 23:51,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-01 10:04
2405258Y28SUM5,Completed,SPEPH048884480635,Standard Local-SPX Express,pickup,2024-06-19 12:00,2024-05-27 13:19,2024-05-25 11:50,2024-05-25 12:00,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-06 08:39
24052590624B5R,Completed,SPEPH047692319605,Standard Local-SPX Express,pickup,2024-06-19 12:20,2024-05-27 13:19,2024-05-25 12:10,2024-05-25 12:20,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-02 08:10
2405259278TPJT,Completed,SPEPH049674992545,Standard Local-SPX Express,pickup,2024-06-19 12:47,2024-05-27 13:19,2024-05-25 12:47,2024-05-25 12:47,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-29 08:34
2405259369JQTC,Completed,PH240056730585S,Standard Local-SPX Express,pickup,2024-06-19 13:14,2024-05-27 13:19,2024-05-25 13:04,2024-05-25 13:14,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-06-04 22:48
24052594U3GWC3,Completed,PH242761293310J,Standard Local-SPX Express,pickup,2024-06-19 13:44,2024-05-27 13:19,2024-05-25 13:34,2024-05-25 13:44,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-03 12:59
2405259ARG379T,Completed,PH244278036057J,Standard Local-SPX Express,pickup,2024-06-19 15:29,2024-05-27 13:19,2024-05-25 15:19,2024-05-25 15:29,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-05 08:55
2405259E59X63Q,Completed,PH241066699131G,Standard Local-SPX Express,pickup,2024-06-19 16:30,2024-05-27 13:19,2024-05-25 16:20,2024-05-25 16:30,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-03 08:01
2405259PQJKRCP,Completed,788817611237,Standard Local-J&T Express,pickup,2024-06-19 18:54,2024-05-27 12:10,2024-05-25 18:54,2024-05-25 18:54,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-29 07:03
240525A0VUYM4N,Completed,788819900303,Standard Local-J&T Express,pickup,2024-06-19 22:06,2024-05-27 12:10,2024-05-25 21:56,2024-05-25 22:06,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-02 10:23
240525A757H3QK,Completed,788809353659,Standard Local-J&T Express,pickup,2024-06-19 23:58,2024-05-27 12:10,2024-05-25 23:48,2024-05-25 23:58,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-06 08:47
240526B08B5TVG,Completed,SPEPH040891123875,Standard Local-SPX Express,pickup,2024-05-28 07:27,2024-05-27 13:19,2024-05-26 07:17,2024-05-26 07:27,Branded overruns checkout (wella),,828,828,1,828,2024-05-28 11:24
240526BMXTCSP3,Completed,SPEPH048112809985,Standard Local-SPX Express,pickup,2024-06-19 13:37,2024-05-27 13:19,2024-05-26 13:27,2024-05-26 13:37,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-01 08:36
240526BR9U1YE9,Completed,788819902543,Standard Local-J&T Express,pickup,2024-06-19 14:37,2024-05-27 12:10,2024-05-26 14:27,2024-05-26 14:37,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-06 13:31
240526BTSK0A7N,Completed,SPEPH041327417195,Standard Local-SPX Express,pickup,2024-06-19 15:22,2024-05-27 13:19,2024-05-26 15:12,2024-05-26 15:22,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-01 10:18
240526BVB6WCCK,Completed,SPEPH043194122805,Standard Local-SPX Express,pickup,2024-06-19 15:49,2024-05-27 13:19,2024-05-26 15:39,2024-05-26 15:49,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-02 09:23
240526BWJ94KBW,Completed,SPEPH047764306255,Standard Local-SPX Express,pickup,2024-06-19 16:11,2024-05-31 12:57,2024-05-26 16:01,2024-05-26 16:11,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-08 10:32
240526C1D729U0,Completed,SPEPH048622369635,Standard Local-SPX Express,pickup,2024-06-19 17:10,2024-05-30 11:55,2024-05-26 17:10,2024-05-26 17:10,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-05-31 23:50
240526CKNRE4MR,Completed,SPEPH040798955845,Standard Local-SPX Express,pickup,2024-06-19 22:47,2024-05-31 12:57,2024-05-26 22:37,2024-05-26 22:47,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-06 09:26
240526CM9CY947,Completed,SPEPH049447296645,Standard Local-SPX Express,pickup,2024-06-19 22:48,2024-05-31 12:57,2024-05-26 22:48,2024-05-26 22:48,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-06-05 17:15
240527E0S4RSXV,Completed,SPEPH042031870735,Standard Local-SPX Express,pickup,2024-06-20 12:14,2024-05-31 12:57,2024-05-27 12:04,2024-05-27 12:14,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-06 12:37
240527E6QQJ48D,Completed,PH241186611102Z,Standard Local-SPX Express,pickup,2024-06-20 14:01,2024-05-31 12:57,2024-05-27 13:51,2024-05-27 14:01,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-05 14:20
240527EBBGT6N1,Completed,788827561472,Standard Local-J&T Express,pickup,2024-06-20 15:23,2024-05-31 11:57,2024-05-27 15:13,2024-05-27 15:23,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-10 10:59
240527ETYU3T78,Completed,788826966582,Standard Local-J&T Express,pickup,2024-06-20 20:03,2024-05-31 11:56,2024-05-27 19:53,2024-05-27 20:03,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-06-05 06:23
240528GWHMEXM7,Completed,788829630764,Standard Local-J&T Express,pickup,2024-06-21 15:54,2024-05-31 11:56,2024-05-28 15:44,2024-05-28 15:54,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-05 20:27
240529KG5SB974,Completed,788828573389,Standard Local-J&T Express,pickup,2024-05-31 16:33,2024-05-31 11:56,2024-05-29 16:23,2024-05-29 16:33,ASSORTED ITEMS Checkout (JACKIE),,2346,2346,1,2346,2024-06-05 14:59
240529KT7105UX,Completed,788841590640,Standard Local-J&T Express,pickup,2024-06-22 19:23,2024-06-10 12:29,2024-05-29 19:23,2024-05-29 19:23,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-13 21:27
240530NPSDW9JY,Completed,788835213093,Standard Local-J&T Express,pickup,2024-06-24 13:37,2024-06-05 11:57,2024-05-30 13:27,2024-05-30 13:37,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-15 08:13
240530NQQYE8AU,Completed,788827918699,Standard Local-J&T Express,pickup,2024-06-24 13:54,2024-06-05 11:57,2024-05-30 13:44,2024-05-30 13:54,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-15 08:43
240530NXEGX7UQ,Completed,P24284Z1UD0AV,Standard Local-Flash Express,pickup,2024-06-11 15:54,2024-06-09 13:48,2024-05-30 15:44,2024-05-30 15:54,BARBARA RUFFLE SLEEVES TOP BARK CREPE FABRIC,"Offwhite,FREESIZE S-L",99,99,1,99,2024-06-12 15:57
240530P0AGKRX2,Completed,SPEPH046993701835,Standard Local-SPX Express,pickup,2024-06-01 16:27,2024-06-03 12:16,2024-05-30 16:17,2024-05-30 16:27,ASSORTED ITEMS Checkout (JACKIE),,564,564,1,564,2024-06-12 09:13
240530P2QC4NR3,Completed,788840349286,Standard Local-J&T Express,pickup,2024-06-24 17:10,2024-06-05 11:57,2024-05-30 17:00,2024-05-30 17:10,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-10 09:05
240530PMCPEMK1,Completed,SPEPH047260976436,Standard Local-SPX Express,pickup,2024-06-24 22:26,2024-06-08 12:28,2024-05-30 22:16,2024-05-30 22:26,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-15 09:44
240531REH4H0UN,Completed,SPEPH040497588976,Shopee Self Pick-up,pickup,2024-06-25 15:38,2024-06-05 12:24,2024-05-31 15:37,2024-05-31 15:38,FREEBIES FOR BUYERS ONLY,,5,5,1,5,2024-06-10 10:32
240531RFJ82A8G,Completed,SPEPH044797782326,Standard Local-SPX Express,pickup,2024-06-25 16:05,2024-06-05 12:24,2024-05-31 15:55,2024-05-31 16:05,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-06-07 18:44
240531RFXY9491,Completed,788836963297,Standard Local-J&T Express,pickup,2024-06-25 16:03,2024-06-05 11:57,2024-05-31 16:03,2024-05-31 16:03,FREEBIES FOR BUYERS ONLY (2),,5,5,1,5,2024-06-08 14:52
